kind;n;m;sum_n;AgeLatency;IterationCount;ExpansionVertex;ExpansionEdges;LowerBounds;UpperBounds;gen_time;sp_time
2;5;6;222;1049;2;"[7,125]";"[9,344]";"[554,1049]";"[1049,1049]";0.00;0.00
2;5;6;181;371;2;"[7,65]";"[9,125]";"[197,371]";"[371,371]";0.00;0.00
2;5;6;7;49;2;"[7,8]";"[8,10]";"[39,49]";"[49,49]";0.00;0.00
2;5;6;52;504;2;"[7,31]";"[9,79]";"[429,504]";"[516,504]";0.00;0.00
2;5;6;105;645;2;"[7,10]";"[10,22]";"[429,645]";"[645,645]";0.00;0.00
2;5;6;577;2847;2;"[7,293]";"[9,1388]";"[1355,2847]";"[2847,2847]";0.00;0.00
2;5;6;64;123;2;"[7,11]";"[10,18]";"[86,123]";"[123,123]";0.00;0.00
2;5;6;5;12;1;"[7]";"[8]";"[12]";"[12]";0.00;0.00
2;5;6;321;1200;2;"[7,206]";"[10,1005]";"[603,1200]";"[1200,1200]";0.00;0.00
2;5;6;75;575;2;"[7,54]";"[10,151]";"[436,575]";"[575,575]";0.00;0.00
2;5;6;14;45;2;"[7,10]";"[10,22]";"[45,45]";"[49,45]";0.00;0.00
2;5;6;63;5432;2;"[7,36]";"[9,67]";"[4388,5432]";"[5432,5432]";0.00;0.00
2;5;6;38;5759;2;"[7,35]";"[8,63]";"[5182,5759]";"[5759,5759]";0.00;0.00
2;5;6;18;723;2;"[7,18]";"[10,32]";"[483,723]";"[723,723]";0.00;0.00
2;5;6;26;143;2;"[7,20]";"[10,36]";"[72,143]";"[143,143]";0.00;0.00
2;5;6;79;176;2;"[7,11]";"[10,18]";"[98,176]";"[176,176]";0.00;0.00
2;5;6;38;11516;2;"[7,36]";"[9,96]";"[9660,11516]";"[11516,11516]";0.00;0.00
2;5;6;173;652;2;"[7,175]";"[8,293]";"[303,652]";"[668,652]";0.00;0.00
2;5;6;154;386;2;"[7,155]";"[10,299]";"[288,386]";"[386,386]";0.00;0.00
2;5;6;38;958;2;"[7,10]";"[10,19]";"[778,958]";"[958,958]";0.00;0.00
2;5;6;33;102;2;"[7,32]";"[9,59]";"[50,102]";"[102,102]";0.00;0.00
2;5;6;16;124;2;"[7,14]";"[9,30]";"[84,124]";"[124,124]";0.00;0.00
2;5;6;56;411;2;"[7,54]";"[10,133]";"[199,411]";"[411,411]";0.00;0.00
2;5;6;23;99;2;"[7,17]";"[10,30]";"[54,99]";"[99,99]";0.00;0.00
2;5;6;79;1305;2;"[7,17]";"[10,40]";"[702,1305]";"[1305,1305]";0.00;0.00
2;5;6;64;433;2;"[7,26]";"[10,50]";"[298,433]";"[433,433]";0.00;0.00
2;5;6;15;72;2;"[7,9]";"[10,15]";"[60,72]";"[72,72]";0.00;0.00
2;5;6;291;2164;2;"[7,150]";"[9,581]";"[1449,2164]";"[2164,2164]";0.00;0.00
2;5;6;26;162;2;"[7,9]";"[9,13]";"[85,162]";"[162,162]";0.00;0.00
2;5;6;9;300;2;"[7,9]";"[10,14]";"[269,300]";"[300,300]";0.00;0.00
2;5;6;15;116;2;"[7,10]";"[9,16]";"[100,116]";"[116,116]";0.00;0.00
2;5;6;476;1539;2;"[7,329]";"[9,653]";"[757,1539]";"[1539,1539]";0.00;0.00
2;5;6;10;29;2;"[7,12]";"[9,24]";"[24,29]";"[29,29]";0.00;0.00
2;5;6;441;3240;4;"[7,81,440,443]";"[9,157,871,877]";"[1800,3238,3240,3240]";"[3258,3242,3240,3240]";0.00;0.00
2;5;6;21;31;2;"[7,23]";"[8,45]";"[12,31]";"[31,31]";0.00;0.00
2;5;6;9;39;2;"[7,11]";"[9,19]";"[31,39]";"[39,39]";0.00;0.00
2;5;6;375;1395;2;"[7,90]";"[9,175]";"[864,1395]";"[1395,1395]";0.00;0.00
2;5;6;149;1241;2;"[7,151]";"[8,278]";"[540,1241]";"[1251,1241]";0.00;0.00
2;5;6;23;1442;2;"[7,25]";"[9,57]";"[611,1442]";"[1478,1442]";0.00;0.00
2;5;6;73;517;2;"[7,17]";"[9,47]";"[337,517]";"[517,517]";0.00;0.00
2;10;18;57;215;2;"[12,34]";"[24,71]";"[212,215]";"[233,215]";0.00;0.00
2;10;18;398;1337;2;"[12,112]";"[22,457]";"[867,1337]";"[1337,1337]";0.00;0.00
2;10;18;27;70;2;"[12,24]";"[22,55]";"[34,70]";"[82,70]";0.00;0.00
2;10;18;49;41;2;"[12,37]";"[22,91]";"[23,41]";"[45,41]";0.00;0.00
2;10;18;88;579;2;"[12,25]";"[24,54]";"[483,579]";"[603,579]";0.00;0.00
2;10;18;348;3001;2;"[12,130]";"[21,337]";"[2501,3001]";"[3051,3001]";0.00;0.00
2;10;18;343;423;3;"[12,140,199]";"[23,540,647]";"[243,423,423]";"[429,426,423]";0.00;0.00
2;10;18;68;143;2;"[12,33]";"[23,91]";"[73,143]";"[143,143]";0.00;0.00
2;10;18;104;576;2;"[12,36]";"[24,99]";"[576,576]";"[588,576]";0.00;0.00
2;10;18;225;939;2;"[12,130]";"[21,360]";"[369,939]";"[951,939]";0.00;0.00
2;10;18;1658;2850;2;"[12,567]";"[23,2243]";"[1356,2850]";"[2855,2850]";0.00;1.00
2;10;18;145;105;2;"[12,16]";"[23,41]";"[103,105]";"[105,105]";0.00;0.00
2;10;18;37;21;2;"[12,21]";"[25,64]";"[10,21]";"[21,21]";0.00;0.00
2;10;18;367;2415;2;"[12,91]";"[24,300]";"[1815,2415]";"[2415,2415]";0.00;0.00
2;10;18;137;864;2;"[12,35]";"[22,114]";"[720,864]";"[864,864]";0.00;0.00
2;10;18;22;83;2;"[12,18]";"[23,35]";"[75,83]";"[83,83]";0.00;0.00
2;10;18;460;5397;3;"[12,41,70]";"[23,81,168]";"[3319,5397,5397]";"[5433,5433,5397]";0.00;0.00
2;10;18;914;4037;2;"[12,591]";"[24,2899]";"[2020,4037]";"[4043,4037]";2.00;2.00
2;10;18;57;964;3;"[12,24,36]";"[23,81,116]";"[604,964,964]";"[1104,1004,964]";0.00;0.00
2;10;18;157;304;2;"[12,28]";"[24,88]";"[180,304]";"[304,304]";0.00;0.00
2;10;18;103;237;2;"[12,90]";"[21,173]";"[120,237]";"[242,237]";0.00;0.00
2;10;18;555;11584;2;"[12,553]";"[21,1636]";"[7804,11584]";"[12032,11584]";0.00;1.00
2;10;18;509;1732;3;"[12,217,360]";"[22,406,644]";"[649,1732,1732]";"[1888,1756,1732]";0.00;0.00
