kind;n;m;sum_n;AgeLatency;IterationCount;ExpansionVertex;ExpansionEdges;LowerBounds;UpperBounds;gen_time;sp_time
1;20;126;21219;93;3;"[22,12968,13387]";"[130,114557,115655]";"[39,91,93]";"[106,93,93]";1556.00;433.00
1;20;126;16739;117;6;"[22,7863,8223,9752,10255,12774]";"[129,62968,66218,76001,77861,85671]";"[47,117,117,117,117,117]";"[132,129,127,118,117,117]";2061.00;792.00
1;20;126;14457;149;2;"[22,8225]";"[130,63669]";"[34,149]";"[166,149]";290.00;93.00
1;20;126;14888;128;3;"[22,6978,9497]";"[128,72528,104056]";"[56,128,128]";"[132,131,128]";607.00;307.00
1;20;126;19525;112;2;"[22,13627]";"[128,100663]";"[30,112]";"[123,112]";685.00;163.00
1;20;126;14380;150;2;"[22,11716]";"[129,80963]";"[58,150]";"[166,150]";529.00;134.00
1;20;126;14520;124;2;"[22,9544]";"[129,54437]";"[41,124]";"[134,124]";344.00;85.00
1;20;126;2303;118;3;"[22,805,984]";"[129,5717,7086]";"[53,118,118]";"[134,119,118]";12.00;13.00
1;20;126;1720;121;3;"[22,463,486]";"[128,3541,3611]";"[59,121,121]";"[128,122,121]";4.00;5.00
1;20;126;19101;124;2;"[22,12155]";"[129,89604]";"[39,124]";"[133,124]";565.00;138.00
1;20;126;13905;147;2;"[22,11530]";"[128,83578]";"[39,147]";"[160,147]";507.00;136.00
1;20;126;8874;131;3;"[22,5592,5801]";"[128,47894,48466]";"[46,131,131]";"[135,131,131]";292.00;168.00
1;20;126;15634;123;3;"[22,9027,12488]";"[128,83994,94937]";"[32,123,123]";"[135,125,123]";993.00;339.00
1;20;126;4799;127;2;"[22,1736]";"[131,15684]";"[46,127]";"[136,127]";20.00;13.00
1;20;126;4406;116;5;"[22,2498,2649,3278,3465]";"[129,19604,20290,23434,23844]";"[41,116,116,116,116]";"[125,120,119,116,116]";201.00;150.00
1;20;126;13649;126;3;"[22,8188,8467]";"[130,69617,71040]";"[51,124,126]";"[131,127,126]";667.00;245.00
1;20;126;11632;160;2;"[22,7665]";"[129,61658]";"[71,160]";"[170,160]";243.00;94.00
1;20;126;16271;139;2;"[22,5192]";"[129,45516]";"[59,139]";"[160,139]";129.00;63.00
1;20;126;6107;133;2;"[22,4594]";"[128,40281]";"[47,133]";"[140,133]";109.00;56.00
1;20;126;8032;117;2;"[22,6206]";"[130,44876]";"[28,117]";"[126,117]";171.00;67.00
1;20;126;14136;143;2;"[22,1230]";"[129,12502]";"[49,143]";"[147,143]";12.00;11.00
1;20;126;5364;148;2;"[22,2362]";"[130,21712]";"[76,148]";"[160,148]";31.00;26.00
1;20;126;18311;164;2;"[22,10477]";"[128,66464]";"[56,164]";"[175,164]";434.00;107.00
1;20;126;4596;106;2;"[22,3121]";"[131,22371]";"[42,106]";"[117,106]";51.00;27.00
1;20;126;21857;117;2;"[22,13884]";"[130,116994]";"[35,117]";"[122,117]";708.00;184.00
1;20;126;14563;147;2;"[22,7388]";"[129,55297]";"[40,147]";"[161,147]";240.00;85.00
1;20;126;11514;179;3;"[22,7821,8180]";"[128,59436,60512]";"[53,179,179]";"[208,183,179]";569.00;242.00
1;20;126;16355;106;2;"[22,1245]";"[129,8904]";"[40,106]";"[109,106]";10.00;7.00
1;20;126;14681;152;2;"[22,8508]";"[130,65297]";"[46,152]";"[159,152]";313.00;103.00
1;20;126;14422;140;4;"[22,10145,10648,10899]";"[129,85075,86917,87419]";"[39,140,140,140]";"[156,148,145,140]";1467.00;553.00
1;20;126;13631;121;2;"[22,1783]";"[130,12639]";"[62,121]";"[129,121]";17.00;11.00
1;20;126;9956;149;3;"[22,6833,7336]";"[129,60751,63706]";"[59,149,149]";"[169,153,149]";490.00;216.00
1;20;126;11182;142;2;"[22,8501]";"[129,60784]";"[53,142]";"[156,142]";259.00;93.00
1;20;126;17086;146;2;"[22,11675]";"[129,90038]";"[40,146]";"[163,146]";429.00;137.00
1;25;120;16715;144;2;"[27,8662]";"[125,53386]";"[45,144]";"[160,144]";198.00;75.00
1;25;120;7569;104;2;"[27,5046]";"[123,32658]";"[38,104]";"[114,104]";78.00;44.00
1;25;120;13399;132;3;"[27,6813,7482]";"[124,49932,53479]";"[52,132,132]";"[140,133,132]";262.00;172.00
1;25;120;20415;143;3;"[27,9039,9318]";"[124,61513,62378]";"[52,141,143]";"[159,144,143]";524.00;229.00
1;25;120;8192;96;4;"[27,1217,1356,3032]";"[123,11388,12383,18459]";"[42,96,96,96]";"[103,100,99,96]";58.00;55.00
1;25;120;4700;109;4;"[27,1666,2189,2398]";"[125,12314,14300,15341]";"[63,109,109,109]";"[120,114,111,109]";57.00;52.00
1;25;120;17043;90;7;"[27,593,3196,4483,4797,8545,8905]";"[125,4405,27143,45214,50126,66428,67088]";"[45,88,88,69,69,69,69]";"[101,98,93,92,90,90,90]";766.00;499.00
1;25;120;14737;142;3;"[27,6961,7320]";"[126,52139,53774]";"[37,142,142]";"[151,143,142]";358.00;179.00
1;25;120;5370;114;4;"[27,285,299,361]";"[125,2115,2202,2664]";"[49,114,114,114]";"[122,116,115,114]";3.00;4.00
1;25;120;20229;105;4;"[27,1839,1865,10651]";"[123,11310,11354,74385]";"[49,100,100,70]";"[111,109,105,105]";337.00;159.00
1;25;120;2855;87;6;"[27,335,765,895,967,1231]";"[126,2241,5601,7185,7641,9057]";"[25,84,87,87,87,87]";"[97,89,88,87,87,87]";26.00;35.00
1;25;120;22751;111;4;"[27,9702,12221,13003]";"[125,66459,84495,88908]";"[39,111,111,111]";"[122,116,114,111]";1164.00;479.00
1;25;120;20991;102;3;"[27,3228,5071]";"[126,25453,34437]";"[32,102,102]";"[111,106,102]";120.00;87.00
1;25;120;22797;134;2;"[27,13455]";"[125,84882]";"[37,134]";"[143,134]";465.00;130.00
1;25;120;18857;116;3;"[27,7819,10300]";"[125,63848,73170]";"[33,112,116]";"[120,118,116]";563.00;243.00
1;25;120;24145;94;3;"[27,5156,9476]";"[123,33299,67746]";"[33,89,94]";"[101,94,94]";402.00;156.00
1;25;120;19798;103;2;"[27,8663]";"[126,68327]";"[60,103]";"[111,103]";221.00;95.00
1;25;120;18034;107;4;"[27,7256,9108,11627]";"[125,48438,57619,68444]";"[38,103,107,107]";"[115,111,110,107]";822.00;349.00
1;25;120;3108;100;2;"[27,1184]";"[125,8724]";"[36,100]";"[112,100]";7.00;7.00
1;25;120;14584;123;3;"[27,7541,8170]";"[126,51575,54762]";"[65,123,123]";"[133,123,123]";365.00;185.00
1;25;120;22468;132;3;"[27,6366,6785]";"[125,50352,52841]";"[34,132,132]";"[143,132,132]";276.00;172.00
1;25;120;17104;127;3;"[27,6717,8395]";"[125,52577,62803]";"[39,127,127]";"[133,129,127]";444.00;200.00
1;25;120;23607;101;3;"[27,1664,1723]";"[125,14373,14758]";"[32,101,101]";"[117,103,101]";29.00;33.00
1;25;120;19694;148;3;"[27,11767,15124]";"[123,75055,88858]";"[35,148,148]";"[158,148,148]";889.00;327.00
1;25;120;18247;112;3;"[27,6961,7275]";"[126,45030,46914]";"[38,106,112]";"[122,112,112]";266.00;160.00
1;25;120;9771;115;3;"[27,2157,2350]";"[126,14824,15670]";"[43,115,115]";"[120,116,115]";48.00;36.00
1;25;120;15903;123;3;"[27,4555,5184]";"[126,34311,35910]";"[53,123,123]";"[134,125,123]";174.00;108.00
1;25;120;16231;121;3;"[27,3480,3794]";"[125,26727,27669]";"[46,121,121]";"[127,122,121]";98.00;76.00
1;25;120;19253;89;3;"[27,452,463]";"[128,3450,3549]";"[47,87,89]";"[91,89,89]";4.00;4.00
1;25;120;8025;111;3;"[27,2656,3634]";"[124,20348,24714]";"[51,111,111]";"[118,115,111]";80.00;67.00
1;25;120;9180;109;2;"[27,3015]";"[126,24364]";"[34,109]";"[120,109]";39.00;28.00
1;25;120;20086;108;3;"[27,1251,1848]";"[124,12704,13996]";"[36,108,108]";"[119,111,108]";26.00;27.00
1;25;120;6639;105;3;"[27,338,361]";"[126,3015,3187]";"[50,97,97]";"[107,105,105]";2.00;4.00
1;25;120;22976;165;2;"[27,11812]";"[125,82979]";"[53,165]";"[182,165]";361.00;127.00
1;25;120;5884;89;2;"[27,1141]";"[126,9018]";"[37,89]";"[98,89]";8.00;7.00
1;25;120;24929;116;3;"[27,7864,10383]";"[126,57864,78889]";"[36,116,116]";"[126,116,116]";516.00;236.00
1;25;120;17587;125;3;"[27,315,344]";"[126,2374,2664]";"[34,125,125]";"[129,125,125]";2.00;3.00
1;25;120;15444;144;4;"[27,3589,4511,4825]";"[125,25897,31569,32581]";"[43,138,144,144]";"[156,144,144,144]";218.00;156.00
1;25;120;18917;108;2;"[27,3934]";"[123,19147]";"[37,108]";"[119,108]";52.00;24.00
1;25;120;17841;124;4;"[27,13994,14856,15494]";"[126,74151,78647,79637]";"[43,124,124,124]";"[133,128,125,124]";1574.00;499.00
1;25;120;18604;141;2;"[27,6726]";"[124,46926]";"[36,141]";"[150,141]";136.00;67.00
1;25;120;16956;108;3;"[27,1595,2410]";"[125,11246,14718]";"[34,101,108]";"[115,108,108]";40.00;32.00
1;25;120;12122;153;4;"[27,4081,4440,5530]";"[124,31299,32376,35789]";"[55,153,153,153]";"[166,156,154,153]";273.00;172.00
1;25;120;15907;132;3;"[27,9780,12087]";"[125,70596,77865]";"[35,132,132]";"[148,132,132]";722.00;281.00
1;25;120;21251;117;2;"[27,3597]";"[124,26779]";"[56,117]";"[118,117]";47.00;33.00
1;25;120;18653;134;3;"[27,6328,7106]";"[127,47665,49571]";"[58,134,134]";"[147,136,134]";260.00;160.00
1;25;120;11523;150;2;"[27,6031]";"[127,37029]";"[87,150]";"[167,150]";113.00;56.00
1;25;120;22560;109;4;"[27,7704,8169,9008]";"[123,59979,70057,75838]";"[43,109,109,109]";"[125,113,112,109]";711.00;391.00
1;25;120;17860;151;3;"[27,1311,1355]";"[125,8195,8380]";"[47,151,151]";"[161,154,151]";17.00;18.00
1;25;120;22601;117;3;"[27,11640,12269]";"[125,87405,89733]";"[40,117,117]";"[129,117,117]";817.00;331.00
1;25;150;16715;144;3;"[27,9921,10760]";"[154,72963,78544]";"[47,144,144]";"[162,148,144]";698.00;287.00
1;25;150;7569;118;3;"[27,1624,5296]";"[153,14425,43491]";"[41,118,118]";"[127,124,118]";156.00;84.00
1;25;150;13399;152;2;"[27,8304]";"[154,72407]";"[52,152]";"[165,152]";218.00;111.00
1;25;150;20415;155;3;"[27,15678,15929]";"[153,106462,106964]";"[61,153,155]";"[178,155,155]";1427.00;422.00
1;25;150;8192;120;3;"[27,2362,2780]";"[153,20691,23060]";"[42,120,120]";"[131,126,120]";67.00;59.00
1;25;150;4700;124;3;"[27,2572,2766]";"[155,19535,20464]";"[63,124,124]";"[134,124,124]";62.00;56.00
1;25;150;17043;128;2;"[27,9126]";"[154,87779]";"[45,128]";"[143,128]";309.00;123.00
1;25;150;14737;154;3;"[27,8124,8438]";"[155,64860,66214]";"[44,154,154]";"[175,154,154]";489.00;232.00
1;25;150;5370;159;2;"[27,435]";"[155,3141]";"[49,159]";"[166,159]";2.00;2.00
1;25;150;20229;141;2;"[27,860]";"[152,6921]";"[49,141]";"[161,141]";5.00;5.00
1;25;150;2855;118;4;"[27,1296,1510,1869]";"[154,10944,12629,15676]";"[32,118,118,118]";"[124,118,118,118]";46.00;51.00
1;25;150;22751;129;3;"[27,9645,12164]";"[155,81428,100303]";"[48,129,129]";"[144,132,129]";810.00;331.00
1;25;150;20991;122;2;"[27,4612]";"[154,42288]";"[52,122]";"[130,122]";81.00;54.00
1;25;150;22797;137;4;"[27,13395,13814,14547]";"[155,110300,112868,115486]";"[42,134,134,137]";"[147,137,137,137]";2255.00;679.00
1;25;150;18857;124;3;"[27,9662,10300]";"[155,81497,84443]";"[33,124,124]";"[133,128,124]";719.00;302.00
1;25;150;24145;104;4;"[27,4525,11509,13187]";"[153,32951,93236,114898]";"[33,102,100,104]";"[114,105,104,104]";1319.00;455.00
1;25;150;19798;138;2;"[27,9940]";"[154,76680]";"[67,138]";"[153,138]";326.00;119.00
1;25;150;18034;112;5;"[27,6273,9970,11088,13607]";"[154,51449,75764,81652,94366]";"[38,109,109,112,112]";"[115,114,112,112,112]";1538.00;638.00
1;25;150;3108;112;2;"[27,1223]";"[155,10560]";"[47,112]";"[123,112]";10.00;8.00
1;25;150;14584;145;2;"[27,7770]";"[155,66013]";"[66,145]";"[158,145]";237.00;96.00
1;25;150;22468;143;3;"[27,5393,6441]";"[154,46236,52833]";"[50,143,143]";"[151,146,143]";286.00;167.00
1;25;150;17104;127;3;"[27,6717,8395]";"[155,61083,71979]";"[39,127,127]";"[133,129,127]";509.00;229.00
