kind;n;m;sum_n;AgeLatency;IterationCount;ExpansionVertex;ExpansionEdges;LowerBounds;UpperBounds;gen_time;sp_time
1;100;1980;68880;478;9;"[102,22501,25143,30817,32269,34995,36063,37432,39110]";"[1985,626093,685060,803398,826141,876071,890182,913306,947215]";"[138,478,478,478,478,478,478,478,478]";"[557,508,495,494,491,480,479,478,478]";30498.00;15457.00
1;100;1980;78172;380;7;"[102,30799,32919,34072,37953,40751,41030]";"[1985,755609,805276,833172,909327,960086,965136]";"[112,380,380,380,380,380,380]";"[436,397,392,390,385,382,380]";25702.00;11848.00
1;100;2475;66038;501;6;"[102,35224,46662,49429,50518,52300]";"[2479,1055415,1276862,1314869,1328590,1360127]";"[140,497,500,501,501,501]";"[579,525,510,504,503,501]";40793.00;15075.00
1;100;2475;75128;439;13;"[102,37655,40362,45485,49327,50270,53068,54830,55669,60707,61066,61905,62934]";"[2478,1335423,1388173,1499864,1558454,1570369,1599004,1629413,1642797,1712761,1716783,1723145,1731985]";"[102,434,434,439,439,439,439,439,439,439,439,439,439]";"[503,466,463,455,453,451,448,448,447,442,442,441,439]";130211.00;48387.00
1;100;2475;70903;605;5;"[102,39318,41667,45759,48006]";"[2480,1262228,1307242,1400835,1435591]";"[188,605,605,605,605]";"[687,620,607,606,605]";29771.00;12391.00
1;100;2475;83609;554;11;"[102,47993,51078,52624,58542,58901,61420,61923,65009,65368,65619]";"[2477,1519458,1581408,1606773,1792028,1797509,1859727,1868088,1940077,1943160,1945670]";"[124,554,554,554,554,554,554,554,554,554,554]";"[629,583,571,569,567,563,561,561,560,556,554]";125098.00;44862.00
1;100;2475;67101;559;8;"[102,29493,35408,37154,39672,40870,42129,42632]";"[2478,921867,1065383,1105954,1159744,1182782,1198569,1207807]";"[168,551,559,559,559,559,559,559]";"[641,587,580,577,565,561,561,559]";41945.00;18728.00
1;100;2475;80983;449;9;"[102,38068,46838,47895,50414,55392,55811,58330,59273]";"[2480,1134988,1380903,1402314,1475103,1616412,1625423,1704783,1724287]";"[151,449,449,449,449,449,449,449,449]";"[496,467,456,454,453,452,450,449,449]";79222.00;29214.00
1;100;2475;68195;495;10;"[102,37892,42823,45744,48263,48577,50149,54974,55253,57772]";"[2480,1227199,1344748,1404791,1447715,1451483,1475635,1533595,1536413,1573275]";"[123,493,493,495,495,495,495,495,495,495]";"[567,523,517,511,509,507,504,496,495,495]";85281.00;32372.00
1;100;2475;65884;538;10;"[102,35560,38185,42213,43891,45883,46973,48591,49850,50353]";"[2480,1049152,1102828,1174165,1214212,1255020,1268014,1312148,1335253,1342397]";"[127,538,538,538,538,538,538,538,538,538]";"[622,570,556,548,542,542,541,540,538,538]";67101.00;27236.00
1;100;2475;78556;466;7;"[102,34103,38681,41137,46426,46785,49304]";"[2479,1098006,1207764,1261229,1395312,1402178,1425428]";"[113,466,466,466,466,466,466]";"[529,489,475,470,466,466,466]";42932.00;18152.00
1;100;2475;76123;520;17;"[102,30737,36023,37875,39051,39680,42199,45221,46982,47611,47970,48329,49588,52107,54626,54940,55779]";"[2480,981408,1107572,1152505,1177882,1192514,1230059,1294162,1323035,1332097,1337231,1342759,1370717,1416546,1461927,1463952,1480873]";"[127,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520]";"[603,554,542,538,536,534,531,527,525,523,523,523,522,522,521,521,520]";131386.00;52450.00
1;100;2475;68996;505;11;"[102,33153,36866,38698,41574,42936,43250,44508,47446,47976,51837]";"[2479,1005837,1093442,1124548,1178348,1198225,1202901,1225359,1271933,1279047,1373362]";"[138,505,505,505,505,505,505,505,505,505,505]";"[593,541,534,529,523,521,517,513,509,508,505]";70991.00;29421.00
1;100;2475;71172;520;13;"[102,36958,39917,41706,43407,44395,45177,46855,52396,53094,53723,54982,55611]";"[2478,1206888,1267612,1306442,1342333,1361680,1373997,1400106,1506085,1516249,1523922,1546247,1563084]";"[160,520,520,520,520,520,520,520,520,520,520,520,520]";"[592,552,542,540,533,525,525,525,522,521,521,520,520]";102344.00;42688.00
1;100;2475;70246;525;6;"[102,34004,38899,40974,42092,42972]";"[2479,1204668,1314767,1366777,1387009,1400255]";"[157,505,515,525,525,525]";"[585,538,534,530,529,525]";34401.00;15776.00
1;100;2475;76821;547;13;"[102,36669,41710,44229,45697,47654,47905,50738,51577,54096,54375,57253,57756]";"[2478,1192941,1362808,1405366,1438443,1484944,1487203,1565685,1576850,1627203,1631193,1716403,1722887]";"[144,547,547,547,547,547,547,547,547,547,547,547,547]";"[635,573,560,559,559,557,556,554,554,552,552,550,547]";109351.00;46535.00
