kind;n;m;sum_n;AgeLatency;IterationCount;ExpansionVertex;ExpansionEdges;LowerBounds;UpperBounds;gen_time;sp_time
2;250;20750;8864;11441;6;"[252,5366,6482,7032,7254,7278]";"[20753,554820,642678,689952,708470,709858]";"[6489,11441,11441,11441,11441,11441]";"[12843,12205,11653,11513,11465,11441]";6388.00;6783.00
2;250;20750;1116;2879;6;"[252,766,843,878,903,910]";"[20753,69326,74304,75775,76394,76683]";"[1188,2879,2879,2879,2879,2879]";"[3247,2995,2925,2897,2891,2879]";471.00;669.00
2;250;20750;3746;22874;5;"[252,2510,3046,3134,3162]";"[20753,223462,263426,268382,269560]";"[13950,22874,22874,22874,22874]";"[25849,24354,23164,22949,22874]";1655.00;1989.00
2;250;20750;1159;4776;4;"[252,837,883,892]";"[20754,74614,78125,78530]";"[2941,4776,4776,4776]";"[5121,4806,4785,4776]";284.00;416.00
2;250;20750;8356;39496;11;"[252,4763,5430,6144,6517,6539,6561,6799,6810,6929,6940]";"[20752,444084,493145,548326,584181,585627,586973,616469,617089,629407,630049]";"[21797,39496,39496,39496,39496,39496,39496,39496,39496,39496,39496]";"[45616,42726,41706,40506,40046,40046,39756,39746,39731,39646,39496]";11124.00;11955.00
2;250;20750;21092;119699;4;"[252,9337,12695,14311]";"[20754,894915,1103783,1219214]";"[56929,119699,119699,119699]";"[131019,124839,121819,119699]";6559.00;6354.00
2;250;20750;4726;7054;6;"[252,3063,3242,3430,3523,3540]";"[20752,285546,295620,314326,325040,325598]";"[3418,7054,7054,7054,7054,7054]";"[8059,7312,7176,7127,7062,7054]";2421.00;2965.00
2;250;20750;16984;40581;8;"[252,8424,10476,11382,11490,11520,12060,12504]";"[20754,854838,1014249,1115021,1123313,1125170,1169762,1197587]";"[24144,40581,40581,40581,40581,40581,40581,40581]";"[45065,42381,41689,41517,41093,40965,40937,40581]";15885.00;15957.00
2;250;20750;22066;134749;8;"[252,12152,15096,16104,16539,17185,17220,17327]";"[20753,1137614,1362782,1430237,1461462,1503518,1504793,1510126]";"[86130,134749,134749,134749,134749,134749,134749,134749]";"[152359,145144,141089,136479,135914,135469,135439,134749]";24464.00;21599.00
2;250;20750;1662;6720;5;"[252,1187,1302,1335,1346]";"[20753,117004,124916,127292,128248]";"[3182,6720,6720,6720,6720]";"[7485,6995,6775,6730,6720]";696.00;924.00
2;250;20750;5229;48382;5;"[252,3167,3852,3953,3958]";"[20754,314910,365836,373399,373614]";"[24763,48382,48382,48382,48382]";"[52915,49825,48868,48454,48382]";2251.00;2758.00
2;250;20750;2706;23955;5;"[252,1805,1909,1924,1939]";"[20752,181907,191475,192961,194282]";"[10758,23955,23955,23955,23955]";"[25791,24171,23991,23967,23955]";1067.00;1417.00
2;250;20750;9638;27106;8;"[252,5714,7177,7416,7806,7912,7917,8023]";"[20752,549355,642737,652722,672479,674809,674924,676534]";"[16260,27106,27106,27106,27106,27106,27106,27106]";"[29731,28486,27850,27745,27331,27286,27259,27106]";9192.00;9530.00
2;250;20750;3780;18363;4;"[252,2696,2778,2837]";"[20752,233619,242057,244143]";"[10683,18363,18363,18363]";"[19621,18459,18421,18363]";1002.00;1338.00
2;250;20750;25160;239899;5;"[252,13942,17382,18816,18911]";"[20752,1239848,1467306,1559805,1563430]";"[150139,239899,239899,239899,239899]";"[261925,253435,241621,239995,239899]";14020.00;12299.00
2;250;20750;10125;118563;4;"[252,6514,7560,7757]";"[20753,588290,672008,692837]";"[63363,118563,118563,118563]";"[127155,121233,119703,118563]";3355.00;3761.00
2;250;20750;1946;21180;4;"[252,1326,1475,1487]";"[20754,125164,137927,139075]";"[13969,21180,21180,21180]";"[22383,21297,21204,21180]";519.00;731.00
2;250;20750;1194;4965;4;"[252,796,860,870]";"[20753,77063,82733,83721]";"[3274,4965,4965,4965]";"[5493,5061,4973,4965]";309.00;442.00
2;250;20750;23498;22895;7;"[252,12769,15790,16933,17828,18832,18975]";"[20753,1260001,1474121,1552668,1614628,1661879,1671504]";"[13963,22895,22895,22895,22895,22895,22895]";"[26141,24718,23610,23400,23273,22905,22895]";23156.00;20166.00
2;250;20750;6344;13611;4;"[252,4110,4665,4722]";"[20754,400057,436970,439501]";"[9903,13611,13611,13611]";"[15189,13884,13686,13611]";1946.00;2416.00
2;250;20750;4989;30120;4;"[252,3010,3509,3589]";"[20753,243787,270301,278788]";"[15240,30120,30120,30120]";"[33018,31134,30297,30120]";1216.00;1486.00
